time,tp
1979.0416666666667,1.6443729400634766
1979.125,4.7087297439575195
1979.2083333333333,5.8941264152526855
1979.2916666666665,3.577727794647217
1979.3749999999998,2.962362051010132
1979.458333333333,0.597234845161438
1979.5416666666663,6.0595831871032715
1979.6249999999995,2.5770516395568848
1979.7083333333328,1.1650025844573975
1979.791666666666,0.23798644542694092
1979.8749999999993,1.3293251991271973
1979.9583333333326,2.3435988426208496
1980.0416666666658,3.4655332565307617
1980.124999999999,6.397297382354736
1980.2083333333323,6.737278938293457
1980.2916666666656,0.941745936870575
1980.3749999999989,1.0562055110931396
1980.4583333333321,2.7697086334228516
1980.5416666666654,6.654549598693848
1980.6249999999986,3.824781656265259
1980.708333333332,0.9496808052062988
1980.7916666666652,2.5385208129882812
1980.8749999999984,1.5106462240219116
1980.9583333333317,1.7531663179397583
1981.041666666665,4.671331405639648
1981.1249999999982,6.0867815017700195
1981.2083333333314,6.629617691040039
1981.2916666666647,4.638466835021973
1981.374999999998,2.3401975631713867
1981.4583333333312,1.3814531564712524
1981.5416666666645,6.603551864624023
1981.6249999999977,2.0081512928009033
1981.708333333331,0.8567534685134888
1981.7916666666642,0.7910206913948059
1981.8749999999975,1.426786184310913
1981.9583333333308,0.5983673334121704
1982.041666666664,2.7515740394592285
1982.1249999999973,5.116704940795898
1982.2083333333305,6.458494663238525
1982.2916666666638,4.350617408752441
1982.374999999997,2.561185598373413
1982.4583333333303,0.5451030731201172
1982.5416666666636,1.4687180519104004
1982.6249999999968,6.332701206207275
1982.70833333333,0.5281046032905579
1982.7916666666633,1.0562055110931396
1982.8749999999966,3.9086415767669678
1982.9583333333298,2.9453635215759277
1983.041666666663,3.4213364124298096
1983.1249999999964,4.60106897354126
1983.2083333333296,8.891619682312012
1983.2916666666629,5.8159308433532715
1983.3749999999961,2.5963187217712402
1983.4583333333294,1.0188109874725342
1983.5416666666626,3.3794045448303223
1983.624999999996,5.394354343414307
1983.7083333333292,1.3089253902435303
1983.7916666666624,0.5451030731201172
1983.8749999999957,0.6119645833969116
1983.958333333329,1.9945539236068726
1984.0416666666622,0.7615573406219482
1984.1249999999955,6.955997943878174
1984.2083333333287,5.262896537780762
1984.291666666662,3.7103183269500732
1984.3749999999952,1.0528080463409424
1984.4583333333285,1.8200278282165527
1984.5416666666617,4.632801055908203
1984.624999999995,4.84472131729126
1984.7083333333283,2.317533016204834
1984.7916666666615,0.11219456791877747
1984.8749999999948,1.9356236457824707
1984.958333333328,3.505200147628784
1985.0416666666613,4.293951988220215
1985.1249999999945,1.2227966785430908
1985.2083333333278,3.168616533279419
1985.291666666661,3.850843667984009
1985.3749999999943,2.5351195335388184
1985.4583333333276,0.7796883583068848
1985.5416666666608,13.219569206237793
1985.624999999994,3.1130871772766113
1985.7083333333273,0.466909259557724
1985.7916666666606,1.5129148960113525
1985.8749999999939,0.6629638671875
1985.9583333333271,5.7309346199035645
1986.0416666666604,0.7196254730224609
1986.1249999999936,5.517881393432617
1986.208333333327,11.219352722167969
1986.2916666666601,5.461219787597656
1986.3749999999934,1.2647285461425781
1986.4583333333267,1.9322223663330078
1986.54166666666,4.6905951499938965
1986.6249999999932,3.7862472534179688
1986.7083333333264,0.57230144739151
1986.7916666666597,0.38757920265197754
1986.874999999993,5.048710823059082
1986.9583333333262,6.4108967781066895
1987.0416666666595,0.454440712928772
1987.1249999999927,6.4278950691223145
1987.208333333326,8.60943603515625
1987.2916666666592,6.2692389488220215
1987.3749999999925,4.6905951499938965
1987.4583333333258,1.5027151107788086
1987.541666666659,1.2817270755767822
1987.6249999999923,2.2733359336853027
1987.7083333333255,1.1389367580413818
1987.7916666666588,7.904544353485107
1987.874999999992,0.013601034879684448
1987.9583333333253,1.4415197372436523
1988.0416666666586,2.2223405838012695
1988.1249999999918,4.150029182434082
1988.208333333325,7.519232273101807
1988.2916666666583,1.6591064929962158
1988.3749999999916,0.6119645833969116
1988.4583333333248,2.8762333393096924
1988.541666666658,11.949175834655762
1988.6249999999914,3.6808550357818604
1988.7083333333246,1.0913386344909668
1988.7916666666579,0.3603808581829071
1988.8749999999911,0.20739063620567322
1988.9583333333244,3.041692018508911
1989.0416666666576,4.383481979370117
1989.124999999991,4.222557067871094
1989.2083333333242,6.198976039886475
1989.2916666666574,2.5804526805877686
1989.3749999999907,4.196491241455078
1989.458333333324,0.57230144739151
1989.5416666666572,10.366000175476074
1989.6249999999905,1.8880255222320557
1989.7083333333237,2.183809757232666
1989.791666666657,1.1162720918655396
1989.8749999999902,2.2393391132354736
1989.9583333333235,2.820704221725464
1990.0416666666567,4.131894588470459
1990.12499999999,7.388906478881836
1990.2083333333233,8.39411449432373
1990.2916666666565,4.395946979522705
1990.3749999999898,0.32411515712738037
1990.458333333323,1.8381625413894653
1990.5416666666563,4.2894182205200195
1990.6249999999895,4.341550350189209
1990.7083333333228,1.2012646198272705
1990.791666666656,1.3542547225952148
1990.8749999999893,0.3377161920070648
1990.9583333333226,8.718230247497559
1991.0416666666558,2.4648568630218506
1991.124999999989,8.655900001525879
1991.2083333333223,7.558897018432617
1991.2916666666556,6.075449466705322
1991.3749999999889,3.688786268234253
1991.4583333333221,1.5559792518615723
1991.5416666666554,3.95963716506958
1991.6249999999886,3.4711995124816895
1991.708333333322,2.970296859741211
1991.7916666666551,0.5088374018669128
1991.8749999999884,0.1813247799873352
1991.9583333333217,1.5514456033706665
1992.041666666655,7.829748153686523
1992.1249999999882,5.555279731750488
1992.2083333333214,10.219808578491211
1992.2916666666547,3.463268280029297
1992.374999999988,1.8200278282165527
